Trading day,Product,MIBGAS Daily Price [EUR/MWh]
04/07/2022,GDAES_D+1,138.3
04/07/2022,GMAES,138.65
04/07/2022,GQES_Q+1,147.22
04/07/2022,GYES_Y+1,109.51
03/07/2022,GDAES_D+1,138.18
02/07/2022,GDAES_D+1,129
01/07/2022,GDAES_D+1,120.53
01/07/2022,GMAES,125.35
01/07/2022,GQES_Q+1,132
01/07/2022,GYES_Y+1,99.18
30/06/2022,GDAES_D+1,121.21
30/06/2022,GMAES,123.02
30/06/2022,GYES_Y+1,97.6
29/06/2022,GDAES_D+1,115.88
29/06/2022,GMAES,120.89
29/06/2022,GQES_Q+1,123.46
29/06/2022,GYES_Y+1,95.38
28/06/2022,GDAES_D+1,113.43
28/06/2022,GMAES,116
28/06/2022,GQES_Q+1,117.37
28/06/2022,GYES_Y+1,89.31
27/06/2022,GDAES_D+1,115.47
27/06/2022,GMAES,116.75
27/06/2022,GQES_Q+1,118.74
27/06/2022,GYES_Y+1,90.81
26/06/2022,GDAES_D+1,124.05
25/06/2022,GDAES_D+1,120.46
24/06/2022,GDAES_D+1,110.93
24/06/2022,GMAES,115.62
24/06/2022,GQES_Q+1,117.78
24/06/2022,GYES_Y+1,90.37
23/06/2022,GDAES_D+1,117.75
23/06/2022,GMAES,120
23/06/2022,GQES_Q+1,122
23/06/2022,GYES_Y+1,92.68
22/06/2022,GDAES_D+1,114.91
22/06/2022,GMAES,118.22
22/06/2022,GQES_Q+1,117.18
22/06/2022,GYES_Y+1,89.97
21/06/2022,GDAES_D+1,112.94
21/06/2022,GMAES,115.49
21/06/2022,GQES_Q+1,114
21/06/2022,GYES_Y+1,86.69
20/06/2022,GDAES_D+1,108.38
20/06/2022,GMAES,116.38
20/06/2022,GQES_Q+1,110.41
20/06/2022,GYES_Y+1,82.82
19/06/2022,GDAES_D+1,114.98
18/06/2022,GDAES_D+1,106.94
17/06/2022,GDAES_D+1,106
17/06/2022,GMAES,104.14
17/06/2022,GQES_Q+1,106.42
17/06/2022,GYES_Y+1,79.08
16/06/2022,GDAES_D+1,109
16/06/2022,GMAES,105.5
16/06/2022,GQES_Q+1,111.66
16/06/2022,GYES_Y+1,85.24
15/06/2022,GDAES_D+1,105.5
15/06/2022,GMAES,106.5
15/06/2022,GQES_Q+1,105.05
15/06/2022,GYES_Y+1,84.92
14/06/2022,GDAES_D+1,89.5
14/06/2022,GMAES,90
14/06/2022,GQES_Q+1,89.6
14/06/2022,GYES_Y+1,78.41
13/06/2022,GDAES_D+1,78.75
13/06/2022,GMAES,79.66
13/06/2022,GQES_Q+1,78.75
13/06/2022,GYES_Y+1,74.85
12/06/2022,GDAES_D+1,80.31
11/06/2022,GDAES_D+1,75.31
10/06/2022,GDAES_D+1,77.1
10/06/2022,GMAES,78.09
10/06/2022,GQES_Q+1,77.87
10/06/2022,GYES_Y+1,74.38
09/06/2022,GDAES_D+1,80
09/06/2022,GMAES,79.41
09/06/2022,GQES_Q+1,79.59
09/06/2022,GYES_Y+1,74.81
08/06/2022,GDAES_D+1,71.25
08/06/2022,GMAES,71.5
08/06/2022,GQES_Q+1,71.23
08/06/2022,GYES_Y+1,72.56
07/06/2022,GDAES_D+1,73.9
07/06/2022,GMAES,69.9
07/06/2022,GQES_Q+1,70.58
07/06/2022,GYES_Y+1,73.16
06/06/2022,GDAES_D+1,72.88
06/06/2022,GMAES,73
06/06/2022,GQES_Q+1,71.46
06/06/2022,GYES_Y+1,74.03
05/06/2022,GDAES_D+1,78.4
04/06/2022,GDAES_D+1,78.96
03/06/2022,GDAES_D+1,74.73
03/06/2022,GMAES,74.63
03/06/2022,GQES_Q+1,73.37
03/06/2022,GYES_Y+1,74.94
02/06/2022,GDAES_D+1,76.1
02/06/2022,GMAES,74.54
02/06/2022,GQES_Q+1,74.01
02/06/2022,GYES_Y+1,75.52
01/06/2022,GDAES_D+1,74.64
01/06/2022,GMAES,71.45
01/06/2022,GQES_Q+1,73.2
01/06/2022,GYES_Y+1,73.08
31/05/2022,GDAES_D+1,82.13
31/05/2022,GMAES,80.5
31/05/2022,GQES_Q+1,80.7
31/05/2022,GYES_Y+1,74.83
30/05/2022,GDAES_D+1,79.78
30/05/2022,GMAES,78.7
30/05/2022,GQES_Q+1,77.52
30/05/2022,GYES_Y+1,72.4
29/05/2022,GDAES_D+1,81.25
28/05/2022,GDAES_D+1,78.14
27/05/2022,GDAES_D+1,71.89
27/05/2022,GMAES,74.5
27/05/2022,GQES_Q+1,79.5
27/05/2022,GYES_Y+1,71.1
26/05/2022,GDAES_D+1,74.59
26/05/2022,GMAES,74
26/05/2022,GQES_Q+1,78.01
26/05/2022,GYES_Y+1,69.84
25/05/2022,GDAES_D+1,74.83
25/05/2022,GMAES,77
25/05/2022,GQES_Q+1,80.14
25/05/2022,GYES_Y+1,69.53
24/05/2022,GDAES_D+1,77.78
24/05/2022,GMAES,74
24/05/2022,GQES_Q+1,75.89
24/05/2022,GYES_Y+1,67.2
23/05/2022,GDAES_D+1,75
23/05/2022,GMAES,73.44
23/05/2022,GQES_Q+1,75
23/05/2022,GYES_Y+1,66.1
22/05/2022,GDAES_D+1,81
21/05/2022,GDAES_D+1,77.67
20/05/2022,GDAES_D+1,73.6
20/05/2022,GMAES,71.5
20/05/2022,GQES_Q+1,77.36
20/05/2022,GYES_Y+1,67.71
19/05/2022,GDAES_D+1,75.99
19/05/2022,GMAES,73
19/05/2022,GQES_Q+1,76.78
19/05/2022,GYES_Y+1,66.01
18/05/2022,GDAES_D+1,77.05
18/05/2022,GMAES,74.5
18/05/2022,GQES_Q+1,77.52
18/05/2022,GYES_Y+1,65.44
17/05/2022,GDAES_D+1,71.76
17/05/2022,GMAES,70.76
17/05/2022,GQES_Q+1,74.03
17/05/2022,GYES_Y+1,66.43
16/05/2022,GDAES_D+1,68
16/05/2022,GMAES,70.82
16/05/2022,GQES_Q+1,69.47
16/05/2022,GYES_Y+1,65.04
15/05/2022,GDAES_D+1,80
14/05/2022,GDAES_D+1,71.91
13/05/2022,GDAES_D+1,73.19
13/05/2022,GMAES,74.65
13/05/2022,GQES_Q+1,73.81
13/05/2022,GYES_Y+1,65.42
12/05/2022,GDAES_D+1,79
12/05/2022,GMAES,81
12/05/2022,GQES_Q+1,82.89
12/05/2022,GYES_Y+1,70.05
11/05/2022,GDAES_D+1,71.94
11/05/2022,GMAES,70.35
11/05/2022,GQES_Q+1,76.91
11/05/2022,GYES_Y+1,67.7
10/05/2022,GDAES_D+1,64.25
10/05/2022,GMAES,70
10/05/2022,GQES_Q+1,77.8
10/05/2022,GYES_Y+1,68.57
09/05/2022,GDAES_D+1,72.7
09/05/2022,GMAES,73
09/05/2022,GQES_Q+1,76.12
09/05/2022,GYES_Y+1,68.05
08/05/2022,GDAES_D+1,84
07/05/2022,GDAES_D+1,80.64
06/05/2022,GDAES_D+1,77.88
06/05/2022,GMAES,76.55
06/05/2022,GQES_Q+1,83.39
06/05/2022,GYES_Y+1,74.34
05/05/2022,GDAES_D+1,87
05/05/2022,GMAES,82.61
05/05/2022,GQES_Q+1,88.12
05/05/2022,GYES_Y+1,76.87
04/05/2022,GDAES_D+1,82
04/05/2022,GMAES,82.56
04/05/2022,GQES_Q+1,86.8
04/05/2022,GYES_Y+1,76.49
03/05/2022,GDAES_D+1,81.99
03/05/2022,GMAES,78
03/05/2022,GQES_Q+1,79.11
03/05/2022,GYES_Y+1,72.59
02/05/2022,GDAES_D+1,83.12
02/05/2022,GMAES,82.62
02/05/2022,GQES_Q+1,79.5
02/05/2022,GYES_Y+1,72.32
01/05/2022,GDAES_D+1,85
30/04/2022,GDAES_D+1,75.55
29/04/2022,GDAES_D+1,77.47
29/04/2022,GMAES,74.34
29/04/2022,GQES_Q+1,81.77
29/04/2022,GYES_Y+1,76.58
28/04/2022,GDAES_D+1,76.88
28/04/2022,GMAES,78.8
28/04/2022,GQES_Q+1,81.93
28/04/2022,GYES_Y+1,77.34
27/04/2022,GDAES_D+1,90.08
27/04/2022,GMAES,85.29
27/04/2022,GQES_Q+1,90.83
27/04/2022,GYES_Y+1,79.5
26/04/2022,GDAES_D+1,82.79
26/04/2022,GMAES,80.31
26/04/2022,GQES_Q+1,83.07
26/04/2022,GYES_Y+1,78.94
25/04/2022,GDAES_D+1,79.95
25/04/2022,GMAES,80.65
25/04/2022,GQES_Q+1,78.7
25/04/2022,GYES_Y+1,78.34
24/04/2022,GDAES_D+1,89.27
23/04/2022,GDAES_D+1,83.56
22/04/2022,GDAES_D+1,72.46
22/04/2022,GMAES,77
22/04/2022,GQES_Q+1,81.45
22/04/2022,GYES_Y+1,82.27
21/04/2022,GDAES_D+1,86.5
21/04/2022,GMAES,89.5
21/04/2022,GQES_Q+1,88
21/04/2022,GYES_Y+1,85.07
20/04/2022,GDAES_D+1,80.99
20/04/2022,GMAES,81
20/04/2022,GQES_Q+1,81.64
20/04/2022,GYES_Y+1,81.27
19/04/2022,GDAES_D+1,78.23
19/04/2022,GMAES,79.2
19/04/2022,GQES_Q+1,79.36
19/04/2022,GYES_Y+1,78.84
18/04/2022,GDAES_D+1,64.66
17/04/2022,GDAES_D+1,55.13
16/04/2022,GDAES_D+1,71.19
15/04/2022,GDAES_D+1,71.5
14/04/2022,GDAES_D+1,77.43
14/04/2022,GMAES,79.11
14/04/2022,GQES_Q+1,80.65
14/04/2022,GYES_Y+1,75.55
13/04/2022,GDAES_D+1,91.02
13/04/2022,GMAES,94.43
13/04/2022,GQES_Q+1,94.86
13/04/2022,GYES_Y+1,84.2
12/04/2022,GDAES_D+1,94.2
12/04/2022,GMAES,91.95
12/04/2022,GQES_Q+1,93.75
12/04/2022,GYES_Y+1,80.95
11/04/2022,GDAES_D+1,94
11/04/2022,GMAES,92.5
11/04/2022,GQES_Q+1,91.87
11/04/2022,GYES_Y+1,78.56
10/04/2022,GDAES_D+1,97.01
09/04/2022,GDAES_D+1,100.77
08/04/2022,GDAES_D+1,96.16
08/04/2022,GMAES,93.6
08/04/2022,GQES_Q+1,94.4
08/04/2022,GYES_Y+1,77.95
07/04/2022,GDAES_D+1,94.33
07/04/2022,GMAES,95.75
07/04/2022,GQES_Q+1,96.5
07/04/2022,GYES_Y+1,74.9
06/04/2022,GDAES_D+1,101.18
06/04/2022,GMAES,100.33
06/04/2022,GQES_Q+1,101.4
06/04/2022,GYES_Y+1,75.55
05/04/2022,GDAES_D+1,101.95
05/04/2022,GMAES,101.5
05/04/2022,GQES_Q+1,102.74
05/04/2022,GYES_Y+1,73.99
04/04/2022,GDAES_D+1,107
04/04/2022,GMAES,103.95
04/04/2022,GQES_Q+1,103.28
04/04/2022,GYES_Y+1,70.35
03/04/2022,GDAES_D+1,115.98
02/04/2022,GDAES_D+1,115.04
01/04/2022,GDAES_D+1,113.29
01/04/2022,GMAES,106.25
01/04/2022,GQES_Q+1,105.4
01/04/2022,GYES_Y+1,68.99
31/03/2022,GDAES_D+1,119.99
31/03/2022,GMAES,115.96
31/03/2022,GYES_Y+1,73.2
30/03/2022,GDAES_D+1,112.46
30/03/2022,GMAES,112.53
30/03/2022,GQES_Q+1,112.5
30/03/2022,GYES_Y+1,71.45
29/03/2022,GDAES_D+1,102.25
29/03/2022,GMAES,104.2
29/03/2022,GQES_Q+1,103.38
29/03/2022,GYES_Y+1,68.8
28/03/2022,GDAES_D+1,102.5
28/03/2022,GMAES,100.5
28/03/2022,GQES_Q+1,101.25
28/03/2022,GYES_Y+1,67.85
27/03/2022,GDAES_D+1,96.2
26/03/2022,GDAES_D+1,91.46
25/03/2022,GDAES_D+1,95.2
25/03/2022,GMAES,93.5
25/03/2022,GQES_Q+1,93.9
25/03/2022,GYES_Y+1,68.61
24/03/2022,GDAES_D+1,102.64
24/03/2022,GMAES,101
24/03/2022,GQES_Q+1,101.93
24/03/2022,GYES_Y+1,71.04
23/03/2022,GDAES_D+1,102
23/03/2022,GMAES,108.55
23/03/2022,GQES_Q+1,110.5
23/03/2022,GYES_Y+1,72.66
22/03/2022,GDAES_D+1,92.4
22/03/2022,GMAES,94.45
22/03/2022,GQES_Q+1,95.14
22/03/2022,GYES_Y+1,65.4
21/03/2022,GDAES_D+1,93.34
21/03/2022,GMAES,93.3
21/03/2022,GQES_Q+1,93.45
21/03/2022,GYES_Y+1,63.46
20/03/2022,GDAES_D+1,98.01
19/03/2022,GDAES_D+1,91
18/03/2022,GDAES_D+1,97.76
18/03/2022,GMAES,99.22
18/03/2022,GQES_Q+1,99.43
18/03/2022,GYES_Y+1,64.07
17/03/2022,GDAES_D+1,100.8
17/03/2022,GMAES,100.3
17/03/2022,GQES_Q+1,100.24
17/03/2022,GYES_Y+1,62.1
16/03/2022,GDAES_D+1,100.5
16/03/2022,GMAES,98.3
16/03/2022,GQES_Q+1,97.28
16/03/2022,GYES_Y+1,60.03
15/03/2022,GDAES_D+1,108.33
15/03/2022,GMAES,102.01
15/03/2022,GQES_Q+1,105.34
15/03/2022,GYES_Y+1,60.56
14/03/2022,GDAES_D+1,105.08
14/03/2022,GMAES,102.2
14/03/2022,GQES_Q+1,104.05
14/03/2022,GYES_Y+1,65.15
13/03/2022,GDAES_D+1,119.85
12/03/2022,GDAES_D+1,110.47
11/03/2022,GDAES_D+1,119.17
11/03/2022,GMAES,120
11/03/2022,GQES_Q+1,120.64
11/03/2022,GYES_Y+1,71.54
10/03/2022,GDAES_D+1,118
10/03/2022,GMAES,122.5
10/03/2022,GQES_Q+1,116.9
10/03/2022,GYES_Y+1,67.69
09/03/2022,GDAES_D+1,143.9
09/03/2022,GMAES,139.5
09/03/2022,GQES_Q+1,136.4
09/03/2022,GYES_Y+1,74.58
08/03/2022,GDAES_D+1,200.9
08/03/2022,GMAES,202
08/03/2022,GQES_Q+1,190
08/03/2022,GYES_Y+1,81.49
07/03/2022,GDAES_D+1,214.36
07/03/2022,GMAES,200.1
07/03/2022,GQES_Q+1,194.5
07/03/2022,GYES_Y+1,84.57
06/03/2022,GDAES_D+1,194.15
05/03/2022,GDAES_D+1,189.8
04/03/2022,GDAES_D+1,195.08
04/03/2022,GMAES,191
04/03/2022,GQES_Q+1,185
04/03/2022,GYES_Y+1,82
03/03/2022,GDAES_D+1,151.58
03/03/2022,GMAES,142.1
03/03/2022,GQES_Q+1,139
03/03/2022,GYES_Y+1,77.1
02/03/2022,GDAES_D+1,163.73
02/03/2022,GMAES,170.92
02/03/2022,GQES_Q+1,172
02/03/2022,GYES_Y+1,86.1
01/03/2022,GDAES_D+1,122.1
01/03/2022,GMAES,115
01/03/2022,GQES_Q+1,118
01/03/2022,GYES_Y+1,70.2
28/02/2022,GDAES_D+1,99.72
28/02/2022,GMAES,97
28/02/2022,GQES_Q+1,94.4
28/02/2022,GYES_Y+1,65.15
27/02/2022,GDAES_D+1,107.54
26/02/2022,GDAES_D+1,101.16
25/02/2022,GDAES_D+1,90.64
25/02/2022,GMAES,88.65
25/02/2022,GQES_Q+1,88.9
25/02/2022,GYES_Y+1,62.69
24/02/2022,GDAES_D+1,113.05
24/02/2022,GMAES,113.4
24/02/2022,GQES_Q+1,112.2
24/02/2022,GYES_Y+1,77.79
23/02/2022,GDAES_D+1,87.53
23/02/2022,GMAES,86.45
23/02/2022,GQES_Q+1,87.89
23/02/2022,GYES_Y+1,63.62
22/02/2022,GDAES_D+1,78.73
22/02/2022,GMAES,78.1
22/02/2022,GQES_Q+1,79
22/02/2022,GYES_Y+1,58
21/02/2022,GDAES_D+1,70.98
21/02/2022,GMAES,71.55
21/02/2022,GQES_Q+1,72.2
21/02/2022,GYES_Y+1,52.35
20/02/2022,GDAES_D+1,77.61
19/02/2022,GDAES_D+1,73.97
18/02/2022,GDAES_D+1,69.5
18/02/2022,GMAES,71.5
18/02/2022,GQES_Q+1,72.53
18/02/2022,GYES_Y+1,52.66
17/02/2022,GDAES_D+1,71.93
17/02/2022,GMAES,70.56
17/02/2022,GQES_Q+1,70.68
17/02/2022,GYES_Y+1,51.35
16/02/2022,GDAES_D+1,69.17
16/02/2022,GMAES,68.15
16/02/2022,GQES_Q+1,68.71
16/02/2022,GYES_Y+1,51.41
15/02/2022,GDAES_D+1,68.5
15/02/2022,GMAES,70
15/02/2022,GQES_Q+1,69.66
15/02/2022,GYES_Y+1,52.77
14/02/2022,GDAES_D+1,79.38
14/02/2022,GMAES,79.9
14/02/2022,GQES_Q+1,79.65
14/02/2022,GYES_Y+1,56.71
13/02/2022,GDAES_D+1,79.44
12/02/2022,GDAES_D+1,77.27
11/02/2022,GDAES_D+1,75.6
11/02/2022,GMAES,74.1
11/02/2022,GQES_Q+1,76.11
11/02/2022,GYES_Y+1,54.8
10/02/2022,GDAES_D+1,74.97
10/02/2022,GMAES,73.5
10/02/2022,GQES_Q+1,72.76
10/02/2022,GYES_Y+1,52.4
09/02/2022,GDAES_D+1,78
09/02/2022,GMAES,74.65
09/02/2022,GQES_Q+1,72.53
09/02/2022,GYES_Y+1,52.1
08/02/2022,GDAES_D+1,79.11
08/02/2022,GMAES,79.35
08/02/2022,GQES_Q+1,79.85
08/02/2022,GYES_Y+1,53.84
07/02/2022,GDAES_D+1,78.57
07/02/2022,GMAES,77.9
07/02/2022,GQES_Q+1,78.01
07/02/2022,GYES_Y+1,54.49
06/02/2022,GDAES_D+1,81.58
05/02/2022,GDAES_D+1,79.24
04/02/2022,GDAES_D+1,80.7
04/02/2022,GMAES,81.15
04/02/2022,GQES_Q+1,78.2
04/02/2022,GYES_Y+1,55.63
03/02/2022,GDAES_D+1,78.66
03/02/2022,GMAES,78.45
03/02/2022,GQES_Q+1,77.4
03/02/2022,GYES_Y+1,53.11
02/02/2022,GDAES_D+1,79.25
02/02/2022,GMAES,75.9
02/02/2022,GQES_Q+1,74.53
02/02/2022,GYES_Y+1,52.19
01/02/2022,GDAES_D+1,76.02
01/02/2022,GMAES,74.8
01/02/2022,GQES_Q+1,72.7
01/02/2022,GYES_Y+1,52
31/01/2022,GDAES_D+1,82.29
31/01/2022,GMAES,84.3
31/01/2022,GQES_Q+1,80.83
31/01/2022,GYES_Y+1,55.44
30/01/2022,GDAES_D+1,92.74
29/01/2022,GDAES_D+1,93.12
28/01/2022,GDAES_D+1,91.99
28/01/2022,GMAES,91.4
28/01/2022,GQES_Q+1,87.87
28/01/2022,GYES_Y+1,57.17
27/01/2022,GDAES_D+1,90.97
27/01/2022,GMAES,90.45
27/01/2022,GQES_Q+1,88.01
27/01/2022,GYES_Y+1,54.65
26/01/2022,GDAES_D+1,90.83
26/01/2022,GMAES,90.6
26/01/2022,GQES_Q+1,85.23
26/01/2022,GYES_Y+1,52.77
25/01/2022,GDAES_D+1,91.52
25/01/2022,GMAES,93
25/01/2022,GQES_Q+1,83.14
25/01/2022,GYES_Y+1,50.95
24/01/2022,GDAES_D+1,90.4
24/01/2022,GMAES,89.5
24/01/2022,GQES_Q+1,80.73
24/01/2022,GYES_Y+1,49.53
23/01/2022,GDAES_D+1,87
22/01/2022,GDAES_D+1,79.99
21/01/2022,GDAES_D+1,79
21/01/2022,GMAES,77.08
21/01/2022,GQES_Q+1,68.39
21/01/2022,GYES_Y+1,45.73
20/01/2022,GDAES_D+1,76
20/01/2022,GMAES,74
20/01/2022,GQES_Q+1,64.09
20/01/2022,GYES_Y+1,44.45
19/01/2022,GDAES_D+1,74.4
19/01/2022,GMAES,71.9
19/01/2022,GQES_Q+1,61.53
19/01/2022,GYES_Y+1,43.43
18/01/2022,GDAES_D+1,80.5
18/01/2022,GMAES,76.62
18/01/2022,GQES_Q+1,64.14
18/01/2022,GYES_Y+1,44.24
17/01/2022,GDAES_D+1,78.5
17/01/2022,GMAES,80.25
17/01/2022,GQES_Q+1,64.13
17/01/2022,GYES_Y+1,43.9
16/01/2022,GDAES_D+1,94.99
15/01/2022,GDAES_D+1,89.76
14/01/2022,GDAES_D+1,86
14/01/2022,GMAES,81
14/01/2022,GQES_Q+1,67.17
14/01/2022,GYES_Y+1,44.97
13/01/2022,GDAES_D+1,83.47
13/01/2022,GMAES,81
13/01/2022,GQES_Q+1,64.7
13/01/2022,GYES_Y+1,44.55
12/01/2022,GDAES_D+1,74.94
12/01/2022,GMAES,78
12/01/2022,GQES_Q+1,64.32
12/01/2022,GYES_Y+1,44.2
11/01/2022,GDAES_D+1,81
11/01/2022,GMAES,78
11/01/2022,GQES_Q+1,70.94
11/01/2022,GYES_Y+1,46.42
10/01/2022,GDAES_D+1,83.4
10/01/2022,GMAES,87.43
10/01/2022,GQES_Q+1,77.17
10/01/2022,GYES_Y+1,48.17
09/01/2022,GDAES_D+1,90
08/01/2022,GDAES_D+1,83.67
07/01/2022,GDAES_D+1,84.93
07/01/2022,GMAES,94
07/01/2022,GQES_Q+1,78.95
07/01/2022,GYES_Y+1,48.69
06/01/2022,GDAES_D+1,94.96
06/01/2022,GMAES,94
06/01/2022,GQES_Q+1,85.92
06/01/2022,GYES_Y+1,51.75
05/01/2022,GDAES_D+1,92.8
05/01/2022,GMAES,94
05/01/2022,GQES_Q+1,82.63
05/01/2022,GYES_Y+1,50.46
04/01/2022,GDAES_D+1,85.87
04/01/2022,GMAES,85.5
04/01/2022,GQES_Q+1,80.39
04/01/2022,GYES_Y+1,48.95
03/01/2022,GDAES_D+1,78.2
03/01/2022,GMAES,79.5
03/01/2022,GQES_Q+1,71.81
03/01/2022,GYES_Y+1,45.51
02/01/2022,GDAES_D+1,60.5
01/01/2022,GDAES_D+1,48.56
31/12/2021,GDAES_D+1,62.44
31/12/2021,GMAES,62.7
